bowler,runs_conceded,balls_bowled,wickets_taken,economy
T Martin,26,20,1.0,7.800000000000001
T Marumani,8,6,0.0,8.0
T Mishra,8,6,1.0,8.0
T Motlhabaphuti,14,13,1.0,6.461538461538462
T Mpandakwaya,32,21,1.0,9.142857142857142
T Mpatane,74,48,2.0,9.25
T Mulepati,43,65,6.0,3.9692307692307693
T Munyonga,45,56,2.0,4.821428571428571
T Mupariwa,45,33,1.0,8.181818181818182
T Musekiwa,53,69,4.0,4.608695652173913
T Muzarabani,106,63,2.0,10.095238095238095
T Natarajan,53,50,4.0,6.36
T Nightingale,105,98,1.0,6.428571428571429
T Oyella,7,24,1.0,1.75
T Panyangara,199,157,9.0,7.6050955414012735
T Parima,1,2,0.0,3.0
T Perera,395,295,22.0,8.033898305084746
T Piakura,9,6,0.0,9.0
T Putthawong,569,785,67.0,4.349044585987261
T Rajiv,16,6,0.0,16.0
T Ramabitsa,159,173,8.0,5.514450867052023
T Ritawa,109,86,9.0,7.604651162790698
T Rossi,241,213,13.0,6.788732394366196
T Salcedo,45,92,11.0,2.9347826086956523
T Sandaruwan,63,44,4.0,8.590909090909092
T Sangha,171,122,4.0,8.40983606557377
T Sarada,41,49,1.0,5.020408163265307
T Shabani,17,38,1.0,2.6842105263157894
T Shadrack,337,415,22.0,4.872289156626506
T Shamsi,842,666,32.0,7.585585585585585
T Shanmugam,34,25,1.0,8.16
T Singye,53,25,1.0,12.72
T Skordili,7,13,2.0,3.230769230769231
T Smith,12,6,0.0,12.0
T Stubbs,41,13,0.0,18.923076923076923
T Taibu,42,24,0.0,10.5
T Taylor,254,215,14.0,7.088372093023256
T Thorpe,63,74,4.0,5.108108108108108
T Thushara,104,76,5.0,8.210526315789474
T Trajkovic,61,97,11.0,3.7731958762886597
T Tshose,423,340,17.0,7.464705882352941
T Tumursukh,180,117,4.0,9.230769230769232
T Ulutuna,7,6,0.0,7.0
T Vanuarua,93,100,3.0,5.58
T Wang Ling,27,19,0.0,8.526315789473685
T Wangchuk,442,362,23.0,7.3259668508287294
T Yangchen,22,19,0.0,6.947368421052632
T Yotharat,34,28,2.0,7.285714285714285
T Zangmo,214,255,9.0,5.035294117647059
T Zotos,30,30,2.0,6.0
T van der Gugten,494,424,32.0,6.9905660377358485
TA Boult,854,669,37.0,7.6591928251121075
TA Dudnath,35,34,3.0,6.1764705882352935
TA Lavia,86,145,9.0,3.5586206896551724
TAM Siriwardana,45,38,3.0,7.105263157894736
TAW Patterson,31,13,0.0,14.307692307692307
TB Sole,78,74,3.0,6.324324324324324
TC Mataora,17,16,1.0,6.375
TC Vine,86,67,3.0,7.701492537313433
TCW Veillard,32,24,1.0,8.0
TD Astle,72,48,3.0,9.0
TD Chaoana,164,129,3.0,7.627906976744186
TD Smartt,272,294,15.0,5.551020408163265
TE Kane,18,13,0.0,8.307692307692307
TF van Woerkom,10,7,0.0,8.571428571428571
TG Norris,30,56,1.0,3.2142857142857144
TG Southee,1839,1419,84.0,7.775898520084567
TG Thamae,54,37,4.0,8.756756756756756
TGJ Gruijters,27,31,2.0,5.225806451612903
TH David,67,55,2.0,7.3090909090909095
TH Semau,109,156,12.0,4.192307692307692
TI Gajanayake,323,306,12.0,6.333333333333334
TJ Draca,54,65,4.0,4.984615384615385
TJ Mahe,77,56,1.0,8.25
TJ Murtagh,145,145,8.0,6.0
TJ Vlaeminck,263,263,9.0,6.0
TJG Pringle,364,338,17.0,6.461538461538462
TK Curran,579,367,24.0,9.465940054495913
TK Lal,97,99,6.0,5.878787878787879
TK Patel,101,84,5.0,7.2142857142857135
TKP Rajapaksha,101,76,3.0,7.973684210526316
TL Best,81,63,6.0,7.714285714285715
TL Chatara,688,571,32.0,7.229422066549912
TL Cutler,95,85,4.0,6.705882352941177
TLW Cooper,71,54,3.0,7.888888888888889
TM Dilshan,141,97,1.0,8.721649484536082
TM Faimalo,30,53,6.0,3.3962264150943398
TM Head,40,24,0.0,10.0
TM Macalou,64,61,4.0,6.295081967213115
TM McGrath,251,207,13.0,7.27536231884058
TM Odoyo,35,43,4.0,4.883720930232558
TMA Leslie,100,100,5.0,6.0
TO Carmichael,43,37,0.0,6.972972972972972
TO Thilappan,72,45,1.0,9.600000000000001
TOW Chu,18,25,1.0,4.32
TP Allen,11,12,1.0,5.5
TP Kanwar,17,25,0.0,4.08
TR Sadhu,46,58,5.0,4.758620689655173
TRR Sharfudheen,48,61,2.0,4.721311475409836
TS Braat,28,12,1.0,14.0
TS Chisoro,115,95,3.0,7.2631578947368425
TS Mills,382,278,17.0,8.244604316546763
TS Omary,43,62,5.0,4.161290322580646
TS Sekhukhune,416,398,27.0,6.2713567839195985
TS Waqavakatoga,98,72,3.0,8.166666666666668
TT Aung,35,32,5.0,6.5625
TT Bresnan,711,543,20.0,7.856353591160222
TT Maposa,190,148,6.0,7.702702702702703
TT Soe,269,416,27.0,3.8798076923076925
TU Deshpande,30,19,1.0,9.473684210526315
TW Dlamini,2,12,0.0,1.0
TW Samuels,34,19,0.0,10.736842105263158
TZ Chataira,30,27,4.0,6.666666666666667
Tafseer Ali,27,18,1.0,9.0
Taful Elkhair,20,12,0.0,10.0
Taher Muhammad,158,107,3.0,8.85981308411215
Taijul Islam,26,20,1.0,7.800000000000001
Tamoor Sajjad,123,109,3.0,6.770642201834862
Tanveer Ahmed,47,25,0.0,11.28
Tanwir Afzal,255,219,11.0,6.986301369863014
Tanzeel Sheikh,21,28,0.0,4.5
Tanzim Hasan Sakib,640,472,26.0,8.135593220338983
Taranjeet Singh,451,370,24.0,7.313513513513513
Taranjit Singh,142,123,5.0,6.926829268292684
Tariq Aziz,37,53,4.0,4.188679245283018
Tasaduq Hussain,47,38,2.0,7.421052631578948
Tashi Dorji,108,77,4.0,8.415584415584416
Tashi Phuntsho,62,55,1.0,6.763636363636364
Taskin Ahmed,1279,938,56.0,8.181236673773986
Tauqeer Hussain,40,36,4.0,6.666666666666667
Tejwinder Singh,73,78,5.0,5.615384615384615
Thae Thae Po,9,8,0.0,6.75
Tharika Sewwandi,10,16,1.0,3.75
Thuya Aung,220,211,12.0,6.255924170616114
Tian Sen Qun,154,152,8.0,6.078947368421052
Tilak Varma,15,19,1.0,4.7368421052631575
Toqeer Ahmad,36,25,1.0,8.64
Tripti Gore,26,23,1.0,6.782608695652174
Tshering Choden,20,20,0.0,6.0
Tuba Hassan,358,355,18.0,6.050704225352113
U Aryaman Sunil,292,191,3.0,9.172774869109947
U Bayarjavkhlan,57,55,3.0,6.218181818181819
U Bhagwan,69,45,1.0,9.200000000000001
U Iftikhar,36,66,3.0,3.2727272727272725
U Peace,122,161,7.0,4.546583850931677
U Shahid,48,59,3.0,4.88135593220339
U Shantu,159,171,15.0,5.578947368421053
UKPW Kumaranayaka,52,50,1.0,6.24
US Hathinjar,32,27,3.0,7.111111111111111
UT Yadav,142,90,6.0,9.466666666666667
UWMBCA Welegedara,41,26,0.0,9.461538461538462
Ugyen Dorji,7,15,1.0,2.8
Umaima Sohail,222,240,15.0,5.550000000000001
Umair Qasim,143,116,4.0,7.3965517241379315
Umair Sharif,46,40,1.0,6.8999999999999995
Umair Tariq,398,346,27.0,6.901734104046243
Umar Adam,458,401,26.0,6.852867830423939
Umar Gul,754,628,53.0,7.203821656050955
Umm-e-Hani,66,66,2.0,6.0
Umran Malik,141,66,5.0,12.818181818181817
Usama Mir,133,74,2.0,10.783783783783784
Usman Ali,36,18,0.0,12.0
Usman Arif,13,12,2.0,6.5
Usman Khalid,307,290,17.0,6.3517241379310345
Usman Khan,192,173,11.0,6.658959537572254
Usman Najeeb,562,482,32.0,6.995850622406639
Usman Qadir,278,206,15.0,8.097087378640778
Usman Rafiq,24,12,1.0,12.0
Usman Shinwari,276,169,8.0,9.798816568047336
Usman Tariq,26,26,2.0,6.0
Uswa Syed,99,140,8.0,4.242857142857143
Utkarsh Jain,286,305,17.0,5.6262295081967215
V Araa,210,229,15.0,5.502183406113537
V Atanasova,130,98,2.0,7.959183673469387
V Ateak,107,97,6.0,6.618556701030928
V Avdylaj,133,115,0.0,6.939130434782609
V Balakrishnan,4,4,1.0,6.0
V Barboza,67,53,1.0,7.584905660377358
V Baskaran,288,245,10.0,7.053061224489797
V Buruka,51,50,5.0,6.12
V Frank,16,13,0.0,7.384615384615385
V Ganesan,290,286,18.0,6.083916083916083
V Hampihallikar,37,19,0.0,11.68421052631579
V Hamunyela,341,445,20.0,4.597752808988764
V Hettiarachchi,12,6,0.0,12.0
V Iriho,78,97,3.0,4.824742268041238
V Jatinder Kumar,100,96,5.0,6.25
V Jayant,43,26,1.0,9.923076923076923
V Kai,43,53,0.0,4.867924528301887
V Khanduri,84,58,4.0,8.689655172413794
V Kohli,105,68,2.0,9.264705882352942
V Mahajan,122,131,4.0,5.587786259541985
V Mansale,241,257,13.0,5.626459143968871
V Marghashayam,83,48,3.0,10.375
V Mitari,170,151,8.0,6.754966887417218
V Nagpaul,21,24,1.0,5.25
V Permaul,8,5,0.0,9.600000000000001
V Phiri,152,175,12.0,5.211428571428572
V Rathinasamy,15,17,2.0,5.294117647058823
V Ravindran,21,40,4.0,3.1500000000000004
V Saini,544,442,24.0,7.384615384615385
V Shankar,110,73,5.0,9.04109589041096
V Shaw,15,14,1.0,6.428571428571429
V Tafea,18,24,0.0,4.5
V Thari Thari,47,23,1.0,12.260869565217392
V Vijh,610,441,28.0,8.299319727891156
V Vira,155,233,18.0,3.991416309012876
V Vithanage,51,49,2.0,6.244897959183674
V Zanko,25,13,0.0,11.538461538461538
V Zimonjic,471,377,20.0,7.496021220159152
VB Viyala,68,71,4.0,5.746478873239436
VC Ahir,53,36,0.0,8.833333333333334
VD Adewoye,158,113,6.0,8.389380530973451
VD Philander,86,69,4.0,7.478260869565217
VE Tembo,83,41,1.0,12.146341463414634
VJ Kingma,308,244,6.0,7.573770491803279
VL Mukesh,45,36,0.0,7.5
VM Vaghela,28,36,4.0,4.666666666666667
VN Veetil,148,113,4.0,7.8584070796460175
VP Thamotharam,455,399,23.0,6.842105263157895
VR Iyer,4,6,0.0,4.0
VRB Arachchige,7,7,1.0,6.0
VS Padhaal,12,6,0.0,12.0
Vaishnave Mahesh,574,721,57.0,4.776699029126213
Vaishnavi Sharma,63,67,4.0,5.64179104477612
Vichanath Singh,91,98,2.0,5.571428571428571
Vikramjit Singh,23,18,1.0,7.666666666666666
Viktoria Frey,282,343,19.0,4.932944606413994
Vimal Kumar,68,36,0.0,11.333333333333332
Vinay Ravi,229,237,11.0,5.7974683544303796
Vinu Kumar,259,287,13.0,5.414634146341464
Virandeep Singh,556,641,56.0,5.204368174726989
Virendra Kumar,29,32,2.0,5.4375
Vishal Sharma,28,16,1.0,10.5
Vishaul Singh,16,12,1.0,8.0
Vishil Patel,247,202,10.0,7.336633663366337
Vivek Dixit,8,6,0.0,8.0
Vraj Patel,660,705,36.0,5.617021276595745
W Barresi,4,6,1.0,4.0
W Behr,67,61,4.0,6.59016393442623
W Ginindza,204,152,5.0,8.052631578947368
W Hornero-Garcia,94,67,1.0,8.417910447761194
W Kokaua,106,68,7.0,9.352941176470589
W Liengprasert,73,100,11.0,4.38
W Madhevere,211,178,10.0,7.112359550561797
W Moutswi,119,174,9.0,4.103448275862069
W Mwatile,676,968,39.0,4.190082644628099
W Nalisa,296,237,9.0,7.49367088607595
W Ngowhuad,179,129,14.0,8.325581395348838
W O'Rourke,116,108,2.0,6.444444444444445
W Peatfield,186,202,16.0,5.524752475247525
W Perchard,12,6,0.0,12.0
W Uisuk,18,13,0.0,8.307692307692307
W Viraliliu,29,19,0.0,9.157894736842106
W Wotu,36,38,2.0,5.684210526315789
WA Duraisingam,699,706,34.0,5.9405099150141645
WAE Burton,151,115,7.0,7.878260869565217
WB Rankin,595,551,30.0,6.479128856624319
WD Parnell,631,488,23.0,7.758196721311474
WG Jacks,24,12,0.0,12.0
WGAKK Kulasuriya,408,315,14.0,7.771428571428572
WJ Cope,276,211,13.0,7.848341232227488
WJ Malinda,17,14,0.0,7.285714285714285
WK Bitis,58,36,2.0,9.666666666666668
WK Dilhari,723,633,39.0,6.853080568720379
WK Lai,128,147,11.0,5.224489795918367
WK McCallan,110,98,9.0,6.73469387755102
WP Masakadza,661,520,17.0,7.6269230769230765
WPUJC Vaas,84,72,2.0,7.0
WSLK Narayana,58,52,1.0,6.6923076923076925
WT Gavera,77,61,3.0,7.573770491803279
WT Mashinge,22,15,0.0,8.799999999999999
WT Mubayiwa,49,66,5.0,4.454545454545455
Wahab Riaz,525,404,24.0,7.797029702970297
Waheed Ahmed,166,122,4.0,8.163934426229508
Waheeda Akhtar,114,89,5.0,7.685393258426966
Wahidullah Sahak,136,92,5.0,8.869565217391305
Waji Ul Hassan,289,221,7.0,7.846153846153847
Waleed Waqar,26,12,1.0,13.0
Walid Ghauri,34,25,1.0,8.16
Wan Nor Zulaika,109,103,2.0,6.349514563106796
Wang Huiying,193,229,13.0,5.056768558951965
Wang Meng,68,109,7.0,3.743119266055046
Wang Qi,36,41,2.0,5.2682926829268295
Waqar Abbasi,33,28,1.0,7.071428571428571
Waqar Ali,114,139,17.0,4.920863309352518
Waqar Khan,46,20,3.0,13.799999999999999
Waqar Zalmai,316,272,17.0,6.970588235294118
Waqas Ahmad,192,174,16.0,6.620689655172414
Waqas Barkat,169,125,5.0,8.112
Waqas Khan,12,7,0.0,10.285714285714285
Waseem Muhammad,89,38,0.0,14.052631578947368
Waseem Yaqoob,174,105,8.0,9.942857142857143
Waseeq Ahmed,129,117,7.0,6.615384615384616
Washeem Abbas,711,598,49.0,7.133779264214047
Washington Sundar,519,476,24.0,6.542016806722689
Wasim Ali,51,67,2.0,4.567164179104477
Wei Haiting,29,18,0.0,9.666666666666668
Wenjing Yin,33,19,0.0,10.421052631578949
Wu Juan,80,143,9.0,3.3566433566433567
XC Bartlett,279,205,14.0,8.165853658536586
XJ Doherty,191,128,7.0,8.953125
XSD Smith,86,99,7.0,5.212121212121213
Xiuli Jin,22,40,8.0,3.3000000000000003
Xu Qian,174,346,17.0,3.017341040462428
Y Cariah,28,12,0.0,14.0
Y Choden,39,34,3.0,6.88235294117647
Y Divekar,16,6,0.0,16.0
Y Fourie,77,63,3.0,7.333333333333334
Y Jasti,49,61,4.0,4.8196721311475414
Y Konate,16,18,0.0,5.333333333333333
Y Potgieter,7,6,0.0,7.0
Y Saranonnakkun,22,19,1.0,6.947368421052632
Y Verma,71,79,1.0,5.3924050632911396
YK Pathan,194,135,6.0,8.622222222222224
YM Murrure,76,74,2.0,6.162162162162161
YM Nkanya,454,483,34.0,5.6397515527950315
YP Dayal,123,105,4.0,7.0285714285714285
YS Blagg,56,76,5.0,4.421052631578947
YS Chahal,964,745,33.0,7.763758389261746
YS To,50,53,4.0,5.660377358490566
YSD Seneveratne,24,16,0.0,9.0
YYM Jakda,112,69,4.0,9.73913043478261
Yadwinder Singh,2,12,0.0,1.0
Yahya Suhail,53,44,2.0,7.2272727272727275
Yair Nagavkar,78,74,4.0,6.324324324324324
Yang Shen,46,75,4.0,3.6799999999999997
Yang Yu Xuan,14,27,1.0,3.1111111111111107
Yasar Haroon,188,194,12.0,5.814432989690721
Yash Singh,71,56,2.0,7.607142857142857
Yash Talati,8,26,3.0,1.8461538461538463
Yasim Murtaza,459,493,34.0,5.586206896551724
Yasin Patel,746,765,43.0,5.850980392156862
Yasir Ali,419,449,36.0,5.599109131403118
Yasir Arafat,214,141,12.0,9.106382978723405
Yasir Mehmood,49,52,4.0,5.653846153846153
Yasir Mohammad,240,184,14.0,7.826086956521739
Yasmeen Khan,59,54,0.0,6.555555555555555
Ye Ko Ko,29,25,2.0,6.959999999999999
Yin Chenhao,5,8,0.0,3.75
Younis Khan,20,22,3.0,5.454545454545454
Yousif Wali,18,8,0.0,13.5
Yousuf Ali,15,6,0.0,15.0
Yuanyuan Cai,25,32,1.0,4.6875
Yusuf Ebrahim,75,50,3.0,9.0
Yuvraj Singh,270,222,18.0,7.297297297297297
Yves Cyusa,157,132,4.0,7.136363636363637
Z Bimenyimana,1272,1010,58.0,7.556435643564356
Z Burgess,155,193,10.0,4.818652849740932
Z Groenewald,124,123,7.0,6.048780487804878
Z Hoque,47,48,2.0,5.875
Z James,118,104,5.0,6.8076923076923075
Z Kamara,83,108,5.0,4.611111111111111
Z Khan,255,204,11.0,7.5
Z Mali,127,97,3.0,7.855670103092784
Z Motara,13,6,0.0,13.0
Z Shurentsetseg,227,145,6.0,9.393103448275863
ZB Lion-Cachet,95,85,3.0,6.705882352941177
ZE Matsinhe,80,56,0.0,8.571428571428571
ZGF Foulkes,221,161,5.0,8.236024844720497
ZK Shem,36,27,1.0,8.0
ZL Thoon,101,179,13.0,3.3854748603351954
ZL Win,232,336,11.0,4.142857142857142
ZM Tribe,13,12,0.0,6.5
ZP Ikiua,140,140,6.0,6.0
ZT Kyaw,173,218,12.0,4.761467889908257
ZXM Vukusic,76,49,2.0,9.306122448979592
Zafer Durmaz,33,39,3.0,5.076923076923077
Zaheer Maqsood,51,30,0.0,10.2
Zaheer Zahiri,85,80,5.0,6.375
Zahid Abbas,16,18,0.0,5.333333333333333
Zahid Ali,80,63,4.0,7.619047619047619
Zahid Hussain,20,25,0.0,4.800000000000001
Zahid Khan,79,63,1.0,7.523809523809524
Zahid Mahmood,40,25,3.0,9.600000000000001
Zahid Zadran,119,93,2.0,7.67741935483871
Zahir Mohammed,23,7,0.0,19.714285714285715
Zahoor Ahmad,22,32,1.0,4.125
Zahoor Khan,598,490,34.0,7.322448979591837
Zain Ahmad,110,84,4.0,7.857142857142858
Zain Ali,18,25,3.0,4.32
Zain Ul Abidin,427,431,20.0,5.944315545243619
Zaker Taqawi,262,224,20.0,7.017857142857143
Zaki Ul Hassan,70,36,3.0,11.666666666666666
Zaman Khan,105,66,2.0,9.545454545454545
Zara Haider,15,15,2.0,6.0
Zara Mohammad,54,61,4.0,5.311475409836065
Zawar Farid,75,50,2.0,9.0
Zeefa Jilani,166,190,11.0,5.242105263157895
Zeerak Chughtai,227,172,17.0,7.91860465116279
Zeeshan Abbas,45,32,1.0,8.4375
Zeeshan Ali,98,79,5.0,7.443037974683544
Zeeshan Goraya,50,37,1.0,8.108108108108109
Zeeshan Kukikhel,240,155,10.0,9.29032258064516
Zeeshan Maqsood,514,535,32.0,5.764485981308411
Zeshan Arif,23,12,1.0,11.5
Zhang Xiangxue,34,48,2.0,4.25
Zhao Tianle,55,25,1.0,13.200000000000001
Zheng Lili,57,73,1.0,4.684931506849315
Ziaur Rahman,101,62,3.0,9.774193548387098
Ziaurahman Shinwari,113,101,11.0,6.7128712871287135
Zikria Islam,28,25,1.0,6.720000000000001
Zinaida Jeremiah,70,69,3.0,6.086956521739131
Zohaib Sarwar,141,90,3.0,9.4
Zon Lin,190,259,15.0,4.401544401544402
Zong Yuechao,87,85,4.0,6.141176470588235
Zou Kui,37,15,0.0,14.8
Zuhaib Zubair,210,184,12.0,6.8478260869565215
Zulfiqar Babar,52,50,4.0,6.24
Zulqarnain Haider,23,24,2.0,5.75
Zumika Azmi,133,116,2.0,6.879310344827586
Zwe Htet Paing,30,12,1.0,15.0
