batter,total_runs,balls_faced,times_out,strike_rate,average
Festus Benn,142,187,9.0,75.93582887700535,15.777777777777779
Fiaz Ahmed,938,728,25.0,128.84615384615387,37.52
Firas Hussain,88,86,5.0,102.32558139534885,17.6
Fitri Sham,68,75,10.0,90.66666666666666,6.8
Fiza,238,294,11.0,80.95238095238095,21.636363636363637
G Anujin,12,41,7.0,29.268292682926827,1.7142857142857142
G Axtell,0,2,0.0,0.0,0.0
G Ayan,55,68,6.0,80.88235294117648,9.166666666666666
G Bakiweyem,23,42,5.0,54.761904761904766,4.6
G Batagoda,2,5,2.0,40.0,1.0
G Bruno,9,6,1.0,150.0,9.0
G Burrows,236,214,9.0,110.28037383177569,26.22222222222222
G Caisley,14,22,2.0,63.63636363636363,7.0
G Candiru,36,70,5.0,51.42857142857142,7.2
G Cengiz,103,113,4.0,91.1504424778761,25.75
G Chaturvedi,44,40,2.0,110.00000000000001,22.0
G Chilia,14,33,5.0,42.42424242424242,2.8
G Chohan,47,44,6.0,106.81818181818181,7.833333333333333
G Coetzee,36,30,5.0,120.0,7.2
G Cupido,10,9,1.0,111.11111111111111,10.0
G Dempsey,19,27,3.0,70.37037037037037,6.333333333333333
G Ephraim,0,10,2.0,0.0,0.0
G Fernando,2,11,0.0,18.181818181818183,2.0
G Ford,8,8,1.0,100.0,8.0
G Gambhir,463,426,17.0,108.68544600938968,27.235294117647058
G Ganbold,9,29,4.0,31.03448275862069,2.25
G Gune,67,72,5.0,93.05555555555556,13.4
G Ilarionova,24,56,6.0,42.857142857142854,4.0
G Ingabire,27,38,4.0,71.05263157894737,6.75
G Ionita,0,1,1.0,0.0,0.0
G Ishimwe,656,689,23.0,95.21044992743106,28.52173913043478
G Jaine,0,2,1.0,0.0,0.0
G Kaltongga,10,12,2.0,83.33333333333334,5.0
G Kamalini,12,12,1.0,100.0,12.0
G Kansonkho,267,296,17.0,90.2027027027027,15.705882352941176
G Keles,84,108,5.0,77.77777777777779,16.8
G Kodali,40,47,8.0,85.1063829787234,5.0
G Kuthalingham,2,4,1.0,50.0,2.0
G Madanayake,52,109,3.0,47.706422018348626,17.333333333333332
G Malla,405,313,16.0,129.3929712460064,25.3125
G Manan,74,59,7.0,125.42372881355932,10.571428571428571
G Matome,357,497,17.0,71.83098591549296,21.0
G Mckeon,522,369,15.0,141.46341463414635,34.8
G Motie,99,67,4.0,147.76119402985074,24.75
G Murali,34,35,1.0,97.14285714285714,34.0
G Ngegba,159,150,9.0,106.0,17.666666666666668
G Obukor,117,154,7.0,75.97402597402598,16.714285714285715
G Oliveira,15,20,2.0,75.0,7.5
G Riley,3,19,2.0,15.789473684210526,1.5
G Schachat,66,58,1.0,113.79310344827587,66.0
G Sesay,47,78,7.0,60.256410256410255,6.714285714285714
G Shukla,89,89,4.0,100.0,22.25
G Singh,115,95,4.0,121.05263157894737,28.75
G Singhdeo,6,5,1.0,120.0,6.0
G Stewart,381,245,11.0,155.51020408163265,34.63636363636363
G Sultana,1,1,1.0,100.0,1.0
G Thakur,117,113,6.0,103.53982300884957,19.5
G Toka,29,22,0.0,131.8181818181818,29.0
G Urjindulam,12,53,4.0,22.641509433962266,3.0
G Van Heerden,107,60,0.0,178.33333333333334,107.0
G Venkateswaran,41,60,3.0,68.33333333333333,13.666666666666666
G Voll,160,117,4.0,136.75213675213675,40.0
G Wareham,170,127,11.0,133.85826771653544,15.454545454545455
G Wetherall,134,117,4.0,114.52991452991452,33.5
G Wijekoon,1,1,0.0,100.0,1.0
GA Elwiss,28,29,2.0,96.55172413793103,14.0
GA Lamb,32,55,2.0,58.18181818181818,16.0
GA Priandana,401,476,29.0,84.24369747899159,13.827586206896552
GB Hogg,4,4,1.0,100.0,4.0
GC Bhogle,103,146,6.0,70.54794520547945,17.166666666666668
GC Galanis,26,26,3.0,100.0,8.666666666666666
GC Murtaza,68,81,8.0,83.9506172839506,8.5
GC Smith,513,398,14.0,128.89447236180905,36.642857142857146
GC Wilson,556,508,22.0,109.4488188976378,25.272727272727273
GD Arta,250,290,16.0,86.20689655172413,15.625
GD Drummond,2,5,2.0,40.0,1.0
GD Elliott,131,116,6.0,112.93103448275863,21.833333333333332
GD Phillips,1310,916,41.0,143.01310043668124,31.951219512195124
GDR Eranga,1,1,0.0,100.0,1.0
GE Gutierrez Chavez,1,5,1.0,20.0,1.0
GE Mathurin,4,5,0.0,80.0,4.0
GE Plimmer,291,281,16.0,103.55871886120997,18.1875
GEF Barnett,66,49,2.0,134.6938775510204,33.0
GEM Brealey,10,23,1.0,43.47826086956522,10.0
GES Sullivan,41,65,5.0,63.07692307692307,8.2
GF Cardos,19,71,6.0,26.76056338028169,3.1666666666666665
GF Linde,201,154,13.0,130.5194805194805,15.461538461538462
GG Alta,45,52,6.0,86.53846153846155,7.5
GG Banner,38,48,4.0,79.16666666666666,9.5
GH Bodi,8,28,2.0,28.57142857142857,4.0
GH Dockrell,433,350,24.0,123.71428571428571,18.041666666666668
GH Lewis,1502,1222,46.0,122.91325695581014,32.65217391304348
GH O'Brien,14,11,1.0,127.27272727272727,14.0
GH Smit,56,53,2.0,105.66037735849056,28.0
GH Worker,90,65,3.0,138.46153846153845,30.0
GI Gokoel,9,21,2.0,42.857142857142854,4.5
GI Hume,17,12,1.0,141.66666666666669,17.0
GJ Bailey,119,101,7.0,117.82178217821782,17.0
GJ Batty,4,7,1.0,57.14285714285714,4.0
GJ Delany,589,421,25.0,139.90498812351544,23.56
GJ Hopkins,67,57,5.0,117.54385964912282,13.4
GJ Maxwell,1059,690,39.0,153.47826086956522,27.153846153846153
GJ Thompson,49,47,3.0,104.25531914893618,16.333333333333332
GJ van Rensburg,21,40,2.0,52.5,10.5
GK Berg,67,57,4.0,117.54385964912282,16.75
GK Diviya,351,606,27.0,57.920792079207914,13.0
GK Ghalley,157,149,12.0,105.36912751677852,13.083333333333334
GL Adams,39,33,2.0,118.18181818181819,19.5
GL Cloete,15,15,2.0,100.0,7.5
GL Mushi,52,60,2.0,86.66666666666667,26.0
GM Hamilton,7,11,1.0,63.63636363636363,7.0
GM Harris,499,323,17.0,154.4891640866873,29.352941176470587
GM Muthui,2,4,1.0,50.0,2.0
GM Ntambalika,89,77,4.0,115.5844155844156,22.25
GM Strydom,48,58,4.0,82.75862068965517,12.0
GMK Jayaweera,4,13,2.0,30.76923076923077,2.0
GO Jones,19,14,1.0,135.71428571428572,19.0
GP Meade,173,163,9.0,106.13496932515338,19.22222222222222
GP Swann,61,52,3.0,117.3076923076923,20.333333333333332
GP Tom,7,10,2.0,70.0,3.5
GPK Wijesingha,77,67,2.0,114.92537313432835,38.5
GR Adair,236,168,8.0,140.47619047619045,29.5
GR Menes,1,8,2.0,12.5,0.5
GR Russ,63,70,6.0,90.0,10.5
GRD Munasinghe,1,4,1.0,25.0,1.0
GS Bajwa,21,15,1.0,140.0,21.0
GS Sequeira,59,62,1.0,95.16129032258065,59.0
GSNFG Jayasuriya,181,168,12.0,107.73809523809523,15.083333333333334
GT Main,0,2,0.0,0.0,0.0
GT Taylor,25,74,6.0,33.78378378378378,4.166666666666667
GWHM Perera,556,674,36.0,82.49258160237389,15.444444444444445
GY Prastama,8,11,1.0,72.72727272727273,8.0
GY Tomar,33,26,1.0,126.92307692307692,33.0
Gagandeep Singh,34,35,2.0,97.14285714285714,17.0
Ganesh Pooja,31,73,7.0,42.465753424657535,4.428571428571429
Garret Banner,50,44,4.0,113.63636363636364,12.5
Gaurav Maithani,7,7,1.0,100.0,7.0
Gaurav Mishra,63,54,5.0,116.66666666666667,12.6
Gaurav Tiwari,77,97,7.0,79.38144329896907,11.0
Gayan Munaweera,38,29,1.0,131.0344827586207,38.0
Geovanis Uwase,22,29,6.0,75.86206896551724,3.6666666666666665
Gershon Yusuf,0,1,1.0,0.0,0.0
Ghulam Abbas Butt,67,69,8.0,97.10144927536231,8.375
Ghulam Ahmadi,24,21,2.0,114.28571428571428,12.0
Ghulam Fatima,0,4,1.0,0.0,0.0
Ghulam Shabber,29,38,3.0,76.31578947368422,9.666666666666666
Gong Yuting,16,17,2.0,94.11764705882352,8.0
Guido Angeletti,33,40,3.0,82.5,11.0
Guillermo Aburto,4,10,1.0,40.0,4.0
Gull Feroza,78,105,7.0,74.28571428571429,11.142857142857142
Gulsan Jha,381,261,17.0,145.97701149425288,22.41176470588235
Gurdeep Singh,48,63,3.0,76.19047619047619,16.0
Gurpratap Singh,106,96,7.0,110.41666666666667,15.142857142857142
Gurpreet Singh,17,14,0.0,121.42857142857142,17.0
H Agarwal,42,103,6.0,40.77669902912621,7.0
H Ayoka,4,8,1.0,50.0,4.0
H Beresford-Peirse,7,10,1.0,70.0,7.0
H Bharadwaj,1,5,1.0,20.0,1.0
H Bhullar,31,119,7.0,26.05042016806723,4.428571428571429
H Carlyon,430,355,19.0,121.12676056338027,22.63157894736842
H Celik,7,16,2.0,43.75,3.5
H Chamto,10,14,2.0,71.42857142857143,5.0
H Currie,0,1,1.0,0.0,0.0
H Dandapani,17,20,1.0,85.0,17.0
H Dassanayake,1,7,1.0,14.285714285714285,1.0
H Davids,134,118,7.0,113.55932203389831,19.142857142857142
H Deol,242,265,13.0,91.32075471698113,18.615384615384617
H Deshan,158,128,6.0,123.4375,26.333333333333332
H Dhaliwal,0,3,1.0,0.0,0.0
H Dhavina,8,45,4.0,17.77777777777778,2.0
H Doriga,201,170,10.0,118.23529411764706,20.1
H Elder,2,2,0.0,100.0,2.0
H Fennell,29,25,5.0,115.99999999999999,5.8
H Goto,123,198,15.0,62.121212121212125,8.2
H Hajnic,3,47,1.0,6.382978723404255,3.0
H Hiri,165,149,7.0,110.73825503355705,23.571428571428573
H Hotchandani,215,298,19.0,72.14765100671141,11.31578947368421
H Ishimwe,424,451,23.0,94.01330376940133,18.434782608695652
H Isorena,6,14,1.0,42.857142857142854,6.0
H Ivanov,14,20,3.0,70.0,4.666666666666667
H Iwasaki,147,173,15.0,84.97109826589595,9.8
H Jangariya,129,89,3.0,144.9438202247191,43.0
H Karunaratne,79,130,6.0,60.76923076923077,13.166666666666666
H Kaur,1760,1500,63.0,117.33333333333333,27.936507936507937
H Kaushik,84,40,2.0,210.0,42.0
H Kavasoglu,0,2,1.0,0.0,0.0
H Kerge,11,49,5.0,22.448979591836736,2.2
H Khogiyani,32,28,3.0,114.28571428571428,10.666666666666666
H Kinga,0,5,2.0,0.0,0.0
H Klaasen,416,335,20.0,124.17910447761193,20.8
H Klazinge,3,7,1.0,42.857142857142854,3.0
H Lakov,349,383,15.0,91.12271540469973,23.266666666666666
H Leko,51,99,4.0,51.515151515151516,12.75
H Lin Aung,131,226,19.0,57.9646017699115,6.894736842105263
H Lin Oo,104,113,10.0,92.03539823008849,10.4
H Little,2,4,1.0,50.0,2.0
H Lui,1,7,1.0,14.285714285714285,1.0
H Madavi,821,944,37.0,86.97033898305084,22.18918918918919
H Masakadza,789,666,24.0,118.46846846846846,32.875
H McAleer,34,40,2.0,85.0,17.0
H Mumford,3,18,2.0,16.666666666666664,1.5
H Nguyen,32,42,2.0,76.19047619047619,16.0
H Niaz,146,112,8.0,130.35714285714286,18.25
H Okcu,15,41,1.0,36.58536585365854,15.0
H Osinde,5,4,0.0,125.0,5.0
H Patel,107,116,6.0,92.24137931034483,17.833333333333332
H Pieterse,62,36,1.0,172.22222222222223,62.0
H Pragji,2,5,1.0,40.0,2.0
H Rashid,81,87,4.0,93.10344827586206,20.25
H Rathod,87,80,5.0,108.74999999999999,17.4
H Roy,0,1,1.0,0.0,0.0
H Satheedevi,82,54,3.0,151.85185185185185,27.333333333333332
H Sawaneh,5,5,1.0,100.0,5.0
H Sawanneh,18,31,1.0,58.06451612903226,18.0
H Simpson-Parker,42,51,2.0,82.35294117647058,21.0
H Sin Yee,1,7,1.0,14.285714285714285,1.0
H Singh,244,195,12.0,125.12820512820512,20.333333333333332
H Srinivasan,33,46,1.0,71.73913043478261,33.0
H Ssenyondo,22,39,3.0,56.41025641025641,7.333333333333333
H Thaker,462,376,22.0,122.87234042553192,21.0
H Venkataram,69,60,1.0,114.99999999999999,69.0
H Wenehoua,0,3,1.0,0.0,0.0
HA Chohan,89,60,8.0,148.33333333333334,11.125
HA Jackson,228,289,15.0,78.89273356401384,15.2
HA Varaiya,14,30,1.0,46.666666666666664,14.0
HAM Samuddika,4,14,3.0,28.57142857142857,1.3333333333333333
HAM Shah,730,618,21.0,118.12297734627832,34.76190476190476
HASD Siriwardene,459,567,29.0,80.95238095238095,15.827586206896552
HB Dickson,55,46,3.0,119.56521739130434,18.333333333333332
HB Kayondo,58,62,2.0,93.54838709677419,29.0
HC Brook,548,328,16.0,167.0731707317073,34.25
HC Knight,1493,1199,52.0,124.52043369474562,28.71153846153846
HD Rutherford,133,95,5.0,140.0,26.6
HDJ Siegers,677,583,29.0,116.12349914236705,23.344827586206897
HDRL Thirimanne,180,150,8.0,120.0,22.5
HE van der Dussen,818,620,25.0,131.93548387096774,32.72
HER Tyler,180,146,11.0,123.28767123287672,16.363636363636363
HG Kuhn,46,33,3.0,139.3939393939394,15.333333333333334
HG Munsey,1473,1016,41.0,144.98031496062993,35.926829268292686
HGV Vare,34,43,3.0,79.06976744186046,11.333333333333334
HH Aung,33,73,4.0,45.20547945205479,8.25
HH Gibbs,225,173,12.0,130.0578034682081,18.75
HH Pandya,1417,1015,50.0,139.60591133004928,28.34
HIS Mendis,54,64,4.0,84.375,13.5
HJ Armitage,4,8,2.0,50.0,2.0
HJ Jordaan,127,165,6.0,76.96969696969697,21.166666666666668
HJ Manenti,175,153,7.0,114.37908496732025,25.0
HJ Patel,21,21,1.0,100.0,21.0
HJ Thomas,184,256,12.0,71.875,15.333333333333334
HK Kukreja,56,73,4.0,76.71232876712328,14.0
HK Matthews,1174,1064,42.0,110.33834586466165,27.952380952380953
HL Colvin,0,1,1.0,0.0,0.0
HL Harji,0,3,1.0,0.0,0.0
HL Tau,32,39,2.0,82.05128205128204,16.0
HM Amla,721,522,19.0,138.1226053639847,37.94736842105263
HM Nicholls,86,98,5.0,87.75510204081633,17.2
HM Omary,365,453,24.0,80.5739514348786,15.208333333333334
HM Rowe,43,54,6.0,79.62962962962963,7.166666666666667
HMCM Bandara,1,2,1.0,50.0,1.0
HMD Rasangika,761,616,18.0,123.53896103896105,42.27777777777778
HMHE Parsons,75,53,4.0,141.50943396226415,18.75
HML Madushani,110,133,4.0,82.70676691729322,27.5
HMRKB Herath,7,10,2.0,70.0,3.5
HN Ya France,11,11,4.0,100.0,2.75
HNK Jensen,70,97,7.0,72.16494845360825,10.0
HO Karaduman,4,15,1.0,26.666666666666668,4.0
HR Huddleston,10,13,1.0,76.92307692307693,10.0
HR Ponja,0,5,0.0,0.0,0.0
HR Walsh,64,61,4.0,104.91803278688525,16.0
HRA Rainey,8,25,3.0,32.0,2.6666666666666665
HS Baidwan,31,27,2.0,114.81481481481481,15.5
HS Gericke,151,96,8.0,157.29166666666669,18.875
HT Tector,803,680,30.0,118.08823529411765,26.766666666666666
HV Mandhyan,61,76,6.0,80.26315789473685,10.166666666666666
HV Patel,55,42,4.0,130.95238095238096,13.75
HWA Landheer,36,54,5.0,66.66666666666666,7.2
Habeeba Bader,41,79,3.0,51.89873417721519,13.666666666666666
Habib Ahmadzai,78,73,3.0,106.84931506849315,26.0
Habib Khan,153,150,7.0,102.0,21.857142857142858
Hadia Siddiqui,3,7,1.0,42.857142857142854,3.0
Hadisullah Tarakhel,98,61,3.0,160.65573770491804,32.666666666666664
Hafsaa Abdhulla,4,18,2.0,22.22222222222222,2.0
Haider Ali,266,227,17.0,117.18061674008811,15.647058823529411
Haider Butt,794,672,27.0,118.15476190476191,29.40740740740741
Hala Azmat,1,5,0.0,20.0,1.0
Haliam Kwon,3,18,1.0,16.666666666666664,3.0
Hamid Mahmood,95,91,4.0,104.39560439560441,23.75
Hamid Safi,62,36,3.0,172.22222222222223,20.666666666666668
Hammad Azam,1,2,1.0,50.0,1.0
Hammad Mirza,72,80,8.0,90.0,9.0
Hamza Dar,394,234,8.0,168.3760683760684,49.25
Hamza Khan,262,256,7.0,102.34375,37.42857142857143
Hamza Niyaz,9,14,1.0,64.28571428571429,9.0
Hamza Tahir,0,1,1.0,0.0,0.0
Hamza Tariq,148,95,6.0,155.78947368421052,24.666666666666668
Han Lili,65,103,3.0,63.10679611650486,21.666666666666668
Han Won,0,5,1.0,0.0,0.0
Harbhajan Singh,60,46,4.0,130.43478260869566,15.0
Haris Rauf,70,60,6.0,116.66666666666667,11.666666666666666
Haris Sohail,128,122,7.0,104.91803278688525,18.285714285714285
Harmeet Singh,105,74,6.0,141.89189189189187,17.5
Haroon Arshad,108,91,10.0,118.68131868131869,10.8
Haroon Mughal,1,4,1.0,25.0,1.0
Haroon Shahid,7,3,1.0,233.33333333333334,7.0
Harprit Singh,1,1,0.0,100.0,1.0
Harry Johnson,2,3,1.0,66.66666666666666,2.0
Harshit Rana,48,43,2.0,111.62790697674419,24.0
Hasan Ali,101,70,10.0,144.28571428571428,10.1
Hasan Mahmud,29,24,0.0,120.83333333333333,29.0
Hasan Yanar,16,33,2.0,48.484848484848484,8.0
Haseeb Amjad,6,9,2.0,66.66666666666666,3.0
Haseeb Ghafoor,83,77,1.0,107.79220779220779,83.0
Haseebullah Khan,24,22,2.0,109.09090909090908,12.0
Hassan Khan,51,36,2.0,141.66666666666669,25.5
Hassan Mehmood,20,31,3.0,64.51612903225806,6.666666666666667
Hassan Nawaz,299,215,15.0,139.06976744186045,19.933333333333334
Hassan Rasheed,97,115,9.0,84.34782608695653,10.777777777777779
Hassnain Shah,0,1,1.0,0.0,0.0
Hayatullah Niazi,10,11,1.0,90.9090909090909,10.0
Heal Theara,7,29,1.0,24.137931034482758,7.0
Hee Jung Lee,0,3,1.0,0.0,0.0
Hifsa Butt,0,8,1.0,0.0,0.0
Hilal Ahmad,1,4,1.0,25.0,1.0
Hilva Noor,52,94,2.0,55.319148936170215,26.0
Hina Hussain,0,3,1.0,0.0,0.0
Hisham Sheikh,150,165,11.0,90.9090909090909,13.636363636363637
Hiu Ying Cheung,51,65,9.0,78.46153846153847,5.666666666666667
Hon Sovannary,2,17,1.0,11.76470588235294,2.0
Hor Siv na,1,18,3.0,5.555555555555555,0.3333333333333333
Huang Junjie,0,9,1.0,0.0,0.0
Huang Zhuo,33,55,4.0,60.0,8.25
Humaira Tasneem,27,61,7.0,44.26229508196721,3.857142857142857
Hussain Talat,234,217,15.0,107.83410138248848,15.6
Huzaifa Mohammed,51,75,4.0,68.0,12.75
Hyejin Park,1,8,1.0,12.5,1.0
I Alumo,21,19,2.0,110.5263157894737,10.5
I Asif,100,88,3.0,113.63636363636364,33.333333333333336
I Barma,397,536,29.0,74.06716417910447,13.689655172413794
I Bist,17,14,1.0,121.42857142857142,17.0
I Chathurani,181,200,1.0,90.5,181.0
I Chuma,171,274,12.0,62.40875912408759,14.25
I Danladi,998,852,38.0,117.13615023474178,26.263157894736842
I Dulani,33,37,2.0,89.1891891891892,16.5
I Edwards,8,21,0.0,38.095238095238095,8.0
I Elec,62,86,4.0,72.09302325581395,15.5
I Goordial-John,71,113,3.0,62.83185840707964,23.666666666666668
I Kaia,101,90,9.0,112.22222222222223,11.222222222222221
I Kamara,6,24,4.0,25.0,1.5
I Katzarski,10,23,1.0,43.47826086956522,10.0
I Kaur,0,1,0.0,0.0,0.0
I Koroma,13,17,2.0,76.47058823529412,6.5
I Liyanage,461,408,13.0,112.99019607843137,35.46153846153846
I Majdancic,35,44,2.0,79.54545454545455,17.5
I Master,43,44,3.0,97.72727272727273,14.333333333333334
I Mugisha,27,34,3.0,79.41176470588235,9.0
I Muhawenimana,12,16,3.0,75.0,4.0
I Muntean,1,5,2.0,20.0,0.5
I Nakisuuyi,552,777,34.0,71.04247104247105,16.235294117647058
I Nandakumar,31,46,5.0,67.3913043478261,6.2
I Niyomugabo,244,232,9.0,105.17241379310344,27.11111111111111
I Ntirenganya,10,23,4.0,43.47826086956522,2.5
I Palliya,0,1,1.0,0.0,0.0
I Pandey,6,14,2.0,42.857142857142854,3.0
I Ranaweera,49,88,7.0,55.68181818181818,7.0
I Seneviratne,12,17,1.0,70.58823529411765,12.0
I Sharma,3,7,1.0,42.857142857142854,3.0
I Shukla,15,67,7.0,22.388059701492537,2.142857142857143
I Smotara,0,9,2.0,0.0,0.0
I Stoilva,0,18,1.0,0.0,0.0
I Suhun,76,125,9.0,60.8,8.444444444444445
I Takahashi,415,331,24.0,125.37764350453173,17.291666666666668
I Tchakou,59,95,9.0,62.10526315789474,6.555555555555555
I Toua,60,73,7.0,82.1917808219178,8.571428571428571
I Uboh,0,2,1.0,0.0,0.0
I Udana,124,95,9.0,130.5263157894737,13.777777777777779
I Vrignaud,1,9,1.0,11.11111111111111,1.0
I Waqavakatoga,106,154,7.0,68.83116883116884,15.142857142857142
I Zigante,12,25,0.0,48.0,12.0
I van Zyl,107,193,15.0,55.44041450777202,7.133333333333334
I van der Woning,2,1,0.0,200.0,2.0
IA De Silva,117,166,9.0,70.48192771084338,13.0
IA Karim,655,616,16.0,106.33116883116882,40.9375
IC Gaze,154,137,5.0,112.40875912408758,30.8
IC Simao,0,2,2.0,0.0,0.0
ID Matic,0,7,1.0,0.0,0.0
IDA Damarell,214,187,10.0,114.43850267379678,21.4
IDM Latin,348,268,15.0,129.8507462686567,23.2
IE Mulhovo,125,370,16.0,33.78378378378378,7.8125
IECM Wong,33,31,5.0,106.4516129032258,6.6
IG Butler,2,4,0.0,50.0,2.0
IG Holland,4,8,1.0,50.0,4.0
IG Sharp,17,16,1.0,106.25,17.0
IGASF Pratiwi,20,31,3.0,64.51612903225806,6.666666666666667
IGTR Kumara,3,12,1.0,25.0,3.0
IH Romaine,8,12,1.0,66.66666666666666,8.0
II Mabunda,11,14,2.0,78.57142857142857,5.5
II Selemani,638,493,30.0,129.41176470588235,21.266666666666666
IJL Trott,72,78,2.0,92.3076923076923,36.0
IJR Zwilling,527,543,25.0,97.05340699815838,21.08
IK Cheema,11,15,1.0,73.33333333333333,11.0
IK Darmawan,25,35,2.0,71.42857142857143,12.5
IK Gamantika,502,448,26.0,112.05357142857142,19.307692307692307
IK Pathan,128,120,7.0,106.66666666666667,18.285714285714285
IKEG Artawan,193,210,19.0,91.9047619047619,10.157894736842104
IKO Aboagye,13,28,2.0,46.42857142857143,6.5
IL Parks,15,41,0.0,36.58536585365854,15.0
IM Vaghela,115,148,6.0,77.7027027027027,19.166666666666668
IMHC Joyce,75,89,8.0,84.26966292134831,9.375
IO Okpe,651,591,36.0,110.1522842639594,18.083333333333332
IP Swaney,58,39,5.0,148.71794871794873,11.6
IR Bell,27,31,3.0,87.09677419354838,9.0
IS Billcliff,51,39,1.0,130.76923076923077,51.0
IS Mananelage,7,14,2.0,50.0,3.5
IS Sodhi,112,120,18.0,93.33333333333333,6.222222222222222
IU Jayamannage,0,5,0.0,0.0,0.0
IW Budiarta,0,1,1.0,0.0,0.0
IY Mckeon,211,198,8.0,106.56565656565658,26.375
Ibrahim Altinoluk,0,3,1.0,0.0,0.0
Ibrahim Hassan,83,93,11.0,89.24731182795699,7.545454545454546
Ibrahim Jabarkhel,12,18,2.0,66.66666666666666,6.0
Ibrahim Karim,1,2,0.0,50.0,1.0
Ibrahim Kpaka,7,9,2.0,77.77777777777779,3.5
Ibrahim Kursad Dalyan,2,3,1.0,66.66666666666666,2.0
Ibrahim Nashath,56,111,10.0,50.45045045045045,5.6
Ibrahim Rahimi,266,152,8.0,175.0,33.25
Ibrahim Rizan,68,103,11.0,66.01941747572816,6.181818181818182
Ibrar Ahmad,8,6,2.0,133.33333333333331,4.0
Idrees Ul Haque,134,117,7.0,114.52991452991452,19.142857142857142
Iftekar Jaman,23,20,3.0,114.99999999999999,7.666666666666667
Iftikhar Ahmed,617,484,24.0,127.4793388429752,25.708333333333332
Iftikhar Kankhel,9,14,2.0,64.28571428571429,4.5
Ignacio Lisboa,2,6,1.0,33.33333333333333,2.0
Ihsanullah Wafa,33,24,3.0,137.5,11.0
Ijaz Hussain,108,129,12.0,83.72093023255815,9.0
Ikbal Hossain,5,3,0.0,166.66666666666669,5.0
Ikramullah Khan,120,135,9.0,88.88888888888889,13.333333333333334
Ilenia Sims,172,205,6.0,83.90243902439025,28.666666666666668
Ilyas Ahmed,11,7,0.0,157.14285714285714,11.0
Ilyas Ataullah,206,140,7.0,147.14285714285717,29.428571428571427
Ilyas Cetin,13,17,2.0,76.47058823529412,6.5
Imad Wasim,258,178,18.0,144.9438202247191,14.333333333333334
Imal Zuwak,246,233,10.0,105.5793991416309,24.6
Imam-ul-Haq,21,25,2.0,84.0,10.5
Imran Ahmed Kaneez,1,3,1.0,33.33333333333333,1.0
Imran Ali Butt,257,277,11.0,92.7797833935018,23.363636363636363
Imran Ameer,103,106,7.0,97.16981132075472,14.714285714285714
Imran Anwar,503,458,38.0,109.82532751091702,13.236842105263158
Imran Farhat,49,49,4.0,100.0,12.25
Imran Haider,4,7,0.0,57.14285714285714,4.0
Imran Khan,25,31,7.0,80.64516129032258,3.5714285714285716
Imran Nazir,226,172,10.0,131.3953488372093,22.6
Imran Tahir,10,14,1.0,71.42857142857143,10.0
Imran Yousaf,1,1,0.0,100.0,1.0
Imrul Kayes,46,40,2.0,114.99999999999999,23.0
Imtiaz Khan,1,1,0.0,100.0,1.0
Iqbal Hossain,237,152,9.0,155.92105263157893,26.333333333333332
Iqbal Hussain,22,14,1.0,157.14285714285714,22.0
Iqra Ishaq,11,47,2.0,23.404255319148938,5.5
Iqra Sahar,31,50,5.0,62.0,6.2
Iram Javed,115,174,19.0,66.0919540229885,6.052631578947368
Irdina Beh Nabil,19,26,1.0,73.07692307692307,19.0
Irfan Ahmed,17,20,2.0,85.0,8.5
Irfan Hafejee,170,194,8.0,87.62886597938144,21.25
Irfan Khan,109,76,3.0,143.42105263157893,36.333333333333336
Irfan Safi,17,12,1.0,141.66666666666669,17.0
Irfan Sarfraz,20,42,1.0,47.61904761904761,20.0
Irshad Mubbashar,27,32,3.0,84.375,9.0
Isa Zaroo,105,110,10.0,95.45454545454545,10.5
Ishan Kishan,564,455,22.0,123.95604395604396,25.636363636363637
Ishma Tanjim,8,13,2.0,61.53846153846154,4.0
Ishtiaq Ahmad,27,16,5.0,168.75,5.4
Ismail Ali,46,47,5.0,97.87234042553192,9.2
Ismail Sardar,5,17,2.0,29.411764705882355,2.5
Ismaila Tanba,98,78,2.0,125.64102564102564,49.0
Itibarshah Deedar,9,11,0.0,81.81818181818183,9.0
Ivan Splicevic,0,7,1.0,0.0,0.0
Izaz Ali,27,41,5.0,65.85365853658537,5.4
J Abwom,17,39,2.0,43.58974358974359,8.5
J Ajiambo,1,3,1.0,33.33333333333333,1.0
J Albin,85,106,4.0,80.18867924528303,21.25
J Alegra,63,75,7.0,84.0,9.0
J Anderson,3,5,1.0,60.0,3.0
J Baguma,38,53,4.0,71.69811320754717,9.5
J Baker,420,319,11.0,131.6614420062696,38.18181818181818
J Baleicikoibia,16,25,2.0,64.0,8.0
J Bangura,129,208,12.0,62.019230769230774,10.75
J Barker,237,270,8.0,87.77777777777777,29.625
J Batinibulu,1,4,1.0,25.0,1.0
J Blades,4,10,1.0,40.0,4.0
J Botha,83,75,5.0,110.66666666666667,16.6
J Broad,79,92,4.0,85.86956521739131,19.75
J Buchanan,10,12,1.0,83.33333333333334,10.0
J Bulele,171,185,5.0,92.43243243243244,34.2
J Butler,255,237,14.0,107.59493670886076,18.214285714285715
J Cama,7,15,3.0,46.666666666666664,2.3333333333333335
